sl,Station Number,Year Month Day Hours Minutes in YYYY,MM,DD,HH24,MI format in Local standard time,Mean global irradiance (over 1 minute) in W/sq m,Minimum 1 second global irradiance (over 1 minute) in W/sq m,Maximum 1 second global irradiance (over 1 minute) in W/sq m,Standard deviation of global irradiance (over 1 minute) in W/sq m,Uncertainty in mean global irradiance (over 1 minute) in W/sq m,Mean direct irradiance (over 1 minute) in W/sq m,Minimum 1 second direct irradiance (over 1 minute) in W/sq m,Maximum 1 second direct irradiance (over 1 minute) in W/sq m,Standard deviation of direct irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct irradiance (over 1 minute) in W/sq m,Mean diffuse irradiance (over 1 minute) in W/sq m,Minimum 1 second diffuse irradiance (over 1 minute) in W/sq m,Maximum 1 second diffuse irradiance (over 1 minute) in W/sq m,Standard deviation of diffuse irradiance (over 1 minute) in W/sq m,Uncertainty in mean diffuse irradiance (over 1 minute) in W/sq m,Mean terrestrial irradiance (over 1 minute) in W/sq m,Minimum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Maximum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Standard deviation of terrestrial irradiance (over 1 minute) in W/sq m,Uncertainty in mean terrestrial irradiance (over 1 minute) in W/sq m,Mean direct horizontal irradiance (over 1 minute) in W/sq m,Minimum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Maximum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Standard deviation of direct horizontal irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct horizontal irradiance (over 1 minute) in W/sq m,Sunshine-seconds-96 (duration of DNI exceeding 96 W/sq m over 1 minute) in seconds,Sunshine-seconds-120 (duration of DNI exceeding 120 W/sq m over 1 minute) in seconds,Sunshine-seconds-144 (duration of DNI exceeding 144 W/sq m over 1 minute) in seconds,Zenith distance in degrees
sl, 23034,2019,10,04,15,43, 281.62, 279.25, 285.90,   1.83,   5.95,   3.55,       ,   5.72,   0.68,   0.59, 279.79, 277.74, 282.94,   1.48,   5.94, 402.20, 401.77, 402.41,   0.14,   4.53,   1.83,   1.51,   2.96,   0.35,   0.31,    0,    0,    0,  58.87
sl, 23034,2019,10,04,15,44, 282.82, 276.80, 289.32,   3.84,   5.89,  15.15,       ,  22.74,   5.26,   1.49, 275.04, 273.77, 277.63,   1.13,   5.84, 402.72, 402.26, 403.11,   0.28,   4.54,   7.79,   3.03,  11.69,   2.71,   0.77,    0,    0,    0,  59.07
sl, 23034,2019,10,04,15,45, 369.93, 286.45, 612.00, 105.20,  27.04, 177.20,       , 641.49, 199.22,  51.53, 279.36, 275.44, 284.11,   3.38,   5.98, 403.28, 402.99, 403.54,   0.14,   4.54,  90.57,  11.01, 327.89, 101.83,  26.34,   25,   21,   20,  59.26
sl, 23034,2019,10,04,15,46, 617.41, 426.70, 687.48,  90.50,  23.15, 636.42,       , 752.39, 164.64,  43.92, 293.97, 283.83, 305.11,   6.83,   6.44, 403.20, 402.85, 403.67,   0.25,   4.58, 323.44, 142.87, 382.37,  83.67,  22.32,   60,   60,   60,  59.45
sl, 23034,2019,10,04,15,47, 639.30, 546.68, 687.05,  46.78,  14.54, 659.04,       , 750.27,  90.34,  25.85, 306.30, 304.13, 307.95,   1.13,   6.46, 403.55, 402.91, 404.18,   0.41,   4.62, 333.00, 242.55, 379.10,  45.65,  13.06,   60,   60,   60,  59.65
sl, 23034,2019,10,04,15,48, 512.32, 354.85, 633.23,  84.06,  21.98, 423.40,       , 654.62, 160.20,  42.01, 299.63, 293.23, 304.38,   3.58,   6.38, 403.73, 403.30, 404.98,   0.43,   4.68, 212.69,  61.62, 328.85,  80.47,  21.10,   60,   60,   58,  59.84
sl, 23034,2019,10,04,15,49, 302.54, 287.79, 347.89,  14.51,   6.82,  29.41,       , 110.63,  23.55,   6.13, 287.85, 282.87, 292.64,   2.75,   6.13, 404.66, 404.26, 405.13,   0.25,   4.68,  14.69,   4.92,  55.25,  11.76,   3.06,    2,    0,    0,  60.04
sl, 23034,2019,10,04,15,50, 284.44, 282.04, 287.61,   1.75,   5.95,   8.39,       ,   9.82,   1.39,   0.68, 280.27, 279.27, 282.74,   1.06,   5.94, 405.21, 404.75, 405.53,   0.26,   4.68,   4.17,   2.77,   4.87,   0.69,   0.34,    0,    0,    0,  60.24
sl, 23034,2019,10,04,15,51, 285.02, 282.44, 289.63,   2.04,   6.00,   5.72,       ,   7.05,   0.58,   0.59, 282.20, 279.92, 286.15,   1.76,   5.99, 405.37, 405.22, 405.45,   0.05,   4.71,   2.82,   2.52,   3.48,   0.28,   0.29,    0,    0,    0,  60.43
sl, 23034,2019,10,04,15,52, 304.03, 289.87, 324.95,  12.26,   6.74,  29.30,       ,  67.03,  22.32,   5.81, 289.65, 286.37, 292.07,   1.31,   6.13, 405.48, 405.34, 405.61,   0.06,   4.73,  14.37,   3.49,  32.88,  10.95,   2.85,    0,    0,    0,  60.63
sl, 23034,2019,10,04,15,53, 331.29, 303.09, 486.36,  50.30,  13.67,  72.40,       , 376.79,  96.98,  25.08, 295.99, 292.12, 302.67,   3.03,   6.29, 405.59, 405.48, 405.72,   0.07,   4.76,  35.30,  10.97, 183.69,  47.28,  12.23,   11,   10,   10,  60.82
sl, 23034,2019,10,04,15,54, 613.61, 495.92, 643.14,  34.52,  11.72, 631.11,       , 685.84,  66.53,  20.17, 307.82, 302.69, 310.84,   2.28,   6.51, 405.66, 405.43, 405.87,   0.12,   4.79, 305.79, 193.23, 332.30,  32.24,   9.77,   60,   60,   60,  61.02
sl, 23034,2019,10,04,15,55, 416.36, 310.75, 622.29, 109.39,  28.29, 235.96,       , 649.92, 220.78,  57.16, 302.74, 298.44, 309.34,   3.08,   6.43, 405.83, 405.39, 406.22,   0.23,   4.84, 113.62,  12.31, 312.95, 106.31,  27.52,   40,   34,   30,  61.21
sl, 23034,2019,10,04,15,56, 428.66, 310.10, 540.42,  95.80,  24.83, 261.99,       , 486.46, 194.08,  50.32, 303.29, 298.43, 307.64,   2.93,   6.43, 405.67, 404.71, 406.21,   0.47,   4.90, 125.37,  11.66, 232.78,  92.87,  24.08,   39,   38,   36,  61.41
sl, 23034,2019,10,04,15,57, 444.32, 385.41, 513.06,  42.15,  12.61, 286.97,       , 428.53,  86.46,  22.88, 307.87, 306.47, 309.30,   1.03,   6.49, 404.45, 403.85, 405.10,   0.40,   5.02, 136.45,  78.95, 203.77,  41.11,  10.88,   60,   60,   60,  61.61
sl, 23034,2019,10,04,15,58, 522.68, 423.14, 569.60,  47.60,  14.06, 448.71,       , 544.80,  98.20,  26.39, 310.67, 307.52, 312.20,   1.20,   6.54, 404.26, 403.92, 404.54,   0.13,   5.08, 212.01, 115.62, 257.40,  46.40,  12.47,   60,   60,   60,  61.80
sl, 23034,2019,10,04,15,59, 477.33, 367.56, 530.87,  52.08,  14.62, 358.52,       , 466.95, 106.02,  28.07, 309.03, 303.59, 311.66,   2.31,   6.53, 403.71, 403.05, 404.25,   0.21,   5.16, 168.30,  63.97, 219.20,  49.77,  13.18,   60,   60,   58,  62.00
sl, 23034,2019,10,04,16,00, 338.32, 311.16, 412.22,  31.35,   9.69,  87.53,       , 233.60,  61.41,  15.94, 297.50, 294.56, 303.27,   2.70,   6.31, 403.38, 403.01, 403.67,   0.15,   5.23,  40.83,  16.60, 108.95,  28.64,   7.43,   18,   16,   14,  62.20
sl, 23034,2019,10,04,16,01, 357.72, 304.81, 403.83,  34.66,  10.60, 142.01,       , 235.96,  71.69,  18.68, 291.92, 289.26, 294.49,   1.44,   6.18, 403.52, 403.06, 403.89,   0.19,   5.26,  65.80,  15.56, 109.33,  33.22,   8.66,   42,   39,   34,  62.40
sl, 23034,2019,10,04,16,02, 429.51, 361.08, 536.90,  48.81,  13.76, 300.79,       , 527.02, 102.30,  26.93, 291.05, 289.01, 294.32,   1.72,   6.16, 403.41, 403.08, 403.67,   0.12,   5.30, 138.45,  72.07, 242.59,  47.09,  12.40,   60,   60,   60,  62.59
sl, 23034,2019,10,04,16,03, 547.21, 416.83, 627.86,  58.55,  16.60, 549.98,       , 722.27, 126.08,  33.76, 295.75, 294.43, 297.61,   0.90,   6.25, 403.04, 402.76, 403.33,   0.11,   5.35, 251.47, 122.40, 330.25,  57.65,  15.43,   60,   60,   60,  62.79
sl, 23034,2019,10,04,16,04, 570.08, 426.14, 626.38,  73.85,  19.87, 603.69,       , 721.00, 156.11,  41.65, 295.90, 290.04, 298.93,   2.95,   6.29, 403.67, 403.02, 404.98,   0.51,   5.36, 274.17, 136.09, 327.45,  70.90,  18.91,   60,   60,   60,  62.99
sl, 23034,2019,10,04,16,05, 325.88, 306.03, 404.15,  19.14,   7.44,  91.62,       , 253.80,  37.31,   9.78, 284.55, 282.02, 289.67,   2.31,   6.05, 402.98, 402.41, 403.58,   0.25,   5.45,  41.33,  24.01, 114.48,  16.83,   4.41,   27,    8,    3,  63.19
sl, 23034,2019,10,04,16,06, 352.68, 326.75, 381.02,  15.01,   7.11, 156.90,       , 217.94,  32.14,   8.71, 282.39, 281.43, 283.38,   0.61,   5.98, 401.43, 400.73, 402.35,   0.44,   5.56,  70.29,  45.32,  97.64,  14.40,   3.90,   60,   53,   33,  63.38
sl, 23034,2019,10,04,16,07, 410.19, 345.51, 504.82,  46.50,  12.97, 294.33,       , 499.85,  99.08,  26.09, 279.24, 274.33, 282.44,   2.42,   5.95, 400.08, 399.28, 400.78,   0.44,   5.66, 130.95,  71.18, 222.38,  44.08,  11.61,   60,   60,   60,  63.58
sl, 23034,2019,10,04,16,08, 487.58, 327.66, 576.75, 100.98,  26.55, 488.75,       , 685.05, 225.76,  58.91, 271.65, 268.75, 274.10,   1.24,   5.78, 398.93, 398.32, 399.53,   0.40,   5.76, 215.93,  58.90, 302.65,  99.74,  26.02,   60,   60,   55,  63.78
sl, 23034,2019,10,04,16,09, 564.69, 555.10, 574.00,   5.40,   7.67, 690.03,       , 696.11,   2.93,  11.75, 261.98, 255.14, 268.63,   4.12,   5.68, 397.61, 396.60, 398.40,   0.56,   5.87, 302.71, 299.96, 305.38,   1.29,   5.15,   60,   60,   60,  63.98
sl, 23034,2019,10,04,16,10, 556.43, 548.06, 564.22,   4.58,   7.51, 704.66,       , 709.99,   3.54,  12.01, 249.50, 244.75, 254.98,   3.03,   5.39, 396.25, 395.78, 396.78,   0.32,   5.97, 306.93, 303.31, 309.25,   1.54,   5.23,   60,   60,   60,  64.18
sl, 23034,2019,10,04,16,11, 536.74, 501.44, 551.47,  14.58,   7.79, 687.32,       , 709.58,  25.88,  13.39, 239.51, 233.58, 244.62,   3.39,   5.21, 395.93, 395.52, 396.19,   0.17,   6.02, 297.23, 267.87, 306.85,  11.19,   5.79,   60,   60,   60,  64.38
sl, 23034,2019,10,04,16,12, 518.42, 503.99, 531.37,   7.80,   7.11, 677.26,       , 693.93,   9.94,  11.78, 227.67, 221.39, 233.46,   3.53,   4.99, 395.01, 394.63, 395.66,   0.33,   6.10, 290.75, 282.60, 297.91,   4.27,   5.06,   60,   60,   60,  64.58
sl, 23034,2019,10,04,16,13, 505.12, 498.55, 512.22,   4.06,   6.84, 678.24,       , 682.78,   1.82,  11.54, 216.07, 210.51, 221.24,   3.28,   4.76, 394.11, 392.87, 394.89,   0.67,   6.19, 289.05, 288.04, 290.98,   0.78,   4.92,   60,   60,   60,  64.78
sl, 23034,2019,10,04,16,14, 493.59, 484.37, 501.46,   4.77,   6.71, 684.69,       , 688.21,   2.72,  11.66, 203.95, 197.80, 210.33,   3.62,   4.55, 391.82, 390.17, 393.04,   0.86,   6.35, 289.64, 286.56, 291.13,   1.15,   4.93,   60,   60,   60,  64.97
sl, 23034,2019,10,04,16,15, 479.20, 473.12, 486.03,   3.59,   6.50, 682.38,       , 686.64,   1.86,  11.61, 192.69, 188.32, 197.74,   2.81,   4.30, 389.13, 387.52, 390.35,   0.85,   6.53, 286.51, 284.80, 288.30,   0.78,   4.87,   60,   60,   60,  65.17
sl, 23034,2019,10,04,16,16, 470.92, 466.16, 475.22,   2.77,   6.38, 684.25,       , 688.58,   3.54,  11.66, 185.78, 183.82, 188.28,   1.29,   4.13, 386.83, 386.19, 387.62,   0.37,   6.66, 285.13, 282.34, 286.94,   1.47,   4.86,   60,   60,   60,  65.37
sl, 23034,2019,10,04,16,17, 459.76, 449.90, 465.17,   3.89,   6.26, 671.43,       , 680.28,   6.83,  11.54, 182.10, 180.13, 183.85,   1.07,   4.05, 385.52, 384.75, 386.50,   0.51,   6.74, 277.66, 269.76, 281.32,   2.82,   4.77,   60,   60,   60,  65.57
sl, 23034,2019,10,04,16,18, 380.54, 185.59, 447.42,  91.18,  22.88, 504.36,       , 651.36, 209.52,  54.80, 173.57, 163.24, 180.12,   5.20,   4.10, 385.01, 384.63, 385.31,   0.16,   6.78, 206.97,  22.36, 267.29,  85.98,  22.49,   55,   53,   53,  65.77
sl, 23034,2019,10,04,16,19, 172.03, 157.66, 193.66,  10.44,   4.05,  40.11,       ,  75.29,  15.60,   4.13, 155.69, 149.30, 163.00,   4.09,   3.70, 384.68, 384.22, 385.19,   0.23,   6.79,  16.33,   8.35,  30.66,   6.35,   1.68,    0,    0,    0,  65.97
sl, 23034,2019,10,04,16,20, 191.82, 145.15, 300.89,  52.00,  13.02, 119.72,       , 375.75, 120.58,  31.21, 143.45, 137.62, 149.09,   3.28,   3.44, 385.01, 384.52, 385.50,   0.22,   6.74,  48.36,   7.53, 151.80,  48.71,  12.61,   22,   21,   19,  66.17
sl, 23034,2019,10,04,16,21, 145.66, 131.11, 173.37,  11.80,   3.99,  32.12,       ,  89.58,  23.23,   6.05, 132.79, 128.55, 137.47,   2.49,   3.21, 385.79, 385.29, 386.25,   0.21,   6.66,  12.87,   2.57,  35.90,   9.31,   2.43,    0,    0,    0,  66.37
sl, 23034,2019,10,04,16,22, 126.10, 122.14, 131.69,   2.76,   4.84,   0.71,       ,   5.99,       ,   0.76, 125.37, 122.26, 128.38,   1.81,   3.05, 386.95, 386.19, 388.08,   0.55,   6.57,   0.28,   0.00,   2.38,       ,   0.30,    0,    0,    0,  66.57
sl, 23034,2019,10,04,16,23, 119.67, 117.93, 122.03,   1.24,   4.61,   0.00,       ,   0.00,       ,   0.57, 119.75, 117.90, 122.14,   1.31,   2.94, 389.62, 388.12, 391.16,   0.93,   6.40,   0.00,   0.00,   0.00,       ,   0.22,    0,    0,    0,  66.77
sl, 23034,2019,10,04,16,24, 116.93, 116.10, 117.87,   0.50,   4.53,   0.00,       ,   0.00,       ,   0.57, 116.88, 115.99, 117.80,   0.52,   2.87, 392.54, 391.09, 394.46,   1.04,   6.21,   0.00,   0.00,   0.00,       ,   0.22,    0,    0,    0,  66.97
sl, 23034,2019,10,04,16,25, 115.83, 115.73, 116.08,   0.09,   4.52,   0.00,       ,   0.00,       ,   0.57, 115.60, 115.45, 115.94,   0.12,   2.85, 396.43, 394.48, 398.46,   1.19,   5.96,   0.00,   0.00,   0.00,       ,   0.22,    0,    0,    0,  67.17
sl, 23034,2019,10,04,16,26, 116.52, 115.84, 117.89,   0.56,   4.57,   0.00,       ,   3.94,       ,   0.72, 115.61, 115.24, 115.77,   0.11,   2.85, 400.79, 398.57, 403.04,   1.27,   5.68,   0.00,   0.00,   1.52,       ,   0.28,    0,    0,    0,  67.37
sl, 23034,2019,10,04,16,27, 116.14, 112.40, 120.13,   2.36,   2.86,   6.31,       ,  13.13,   3.85,   1.14, 113.73, 112.18, 115.12,   0.89,   2.83, 404.95, 403.09, 406.54,   0.99,   5.43,   2.41,   0.23,   5.01,   1.47,   0.44,    0,    0,    0,  67.57
sl, 23034,2019,10,04,16,28, 111.05, 108.24, 113.97,   1.69,   4.45,   0.00,       ,   0.49,       ,   0.60, 109.93, 107.70, 111.98,   1.31,   2.77, 407.91, 406.63, 408.97,   0.66,   5.23,   0.00,   0.00,   0.18,       ,   0.23,    0,    0,    0,  67.78
sl, 23034,2019,10,04,16,29, 105.37, 102.80, 108.00,   1.53,   4.27,   0.00,       ,   0.00,       ,   0.57, 104.99, 102.54, 107.57,   1.45,   2.70, 409.65, 408.95, 410.43,   0.40,   5.11,   0.00,   0.00,   0.00,       ,   0.21,    0,    0,    0,  67.98
sl, 23034,2019,10,04,16,30, 100.53,  98.77, 102.63,   1.15,   4.12,   0.00,       ,   0.00,       ,   0.57, 100.20,  98.40, 102.40,   1.16,   2.61, 411.00, 410.40, 411.52,   0.35,   5.02,   0.00,   0.00,   0.00,       ,   0.21,    0,    0,    0,  68.18
sl, 23034,2019,10,04,16,31,  97.34,  96.27,  98.56,   0.69,   4.02,   0.00,       ,   0.00,       ,   0.57,  96.97,  95.82,  98.26,   0.73,   2.55, 411.95, 411.48, 412.39,   0.32,   4.94,   0.00,   0.00,   0.00,       ,   0.21,    0,    0,    0,  68.38
sl, 23034,2019,10,04,16,32,  95.11,  94.11,  96.13,   0.60,   3.96,   0.00,       ,   0.00,       ,   0.57,  94.66,  93.56,  95.72,   0.62,   2.51, 412.76, 412.24, 412.99,   0.22,   4.87,   0.00,   0.00,   0.00,       ,   0.21,    0,    0,    0,  68.58
sl, 23034,2019,10,04,16,33,  92.77,  91.47,  93.91,   0.72,   3.91,   0.00,       ,   0.00,       ,   0.57,  92.24,  90.88,  93.46,   0.76,   2.48, 413.02, 412.86, 413.34,   0.12,   4.82,   0.00,   0.00,   0.00,       ,   0.21,    0,    0,    0,  68.78
sl, 23034,2019,10,04,16,34,  89.78,  88.22,  91.37,   0.93,   3.82,   0.00,       ,   0.00,       ,   0.57,  89.19,  87.67,  90.75,   0.92,   2.43, 413.51, 413.15, 413.79,   0.14,   4.74,   0.00,   0.00,   0.00,       ,   0.20,    0,    0,    0,  68.98
sl, 23034,2019,10,04,16,35,  86.49,  84.92,  88.07,   0.93,   3.73,   0.00,       ,   0.00,       ,   0.57,  85.82,  84.18,  87.51,   0.99,   2.39, 413.75, 413.44, 414.06,   0.15,   4.69,   0.00,   0.00,   0.00,       ,   0.20,    0,    0,    0,  69.18
sl, 23034,2019,10,04,16,36,  83.06,  81.27,  84.77,   1.03,   3.63,   0.00,       ,   0.00,       ,   0.57,  82.31,  80.45,  84.06,   1.07,   2.34, 414.48, 414.02, 414.96,   0.33,   4.61,   0.00,   0.00,   0.00,       ,   0.20,    0,    0,    0,  69.38
sl, 23034,2019,10,04,16,37,  79.28,  77.31,  81.17,   1.12,   3.52,   0.00,       ,   0.00,       ,   0.57,  78.63,  76.71,  80.35,   1.06,   2.28, 415.18, 414.94, 415.51,   0.15,   4.54,   0.00,   0.00,   0.00,       ,   0.20,    0,    0,    0,  69.59
sl, 23034,2019,10,04,16,38,  75.34,  73.58,  77.22,   1.07,   3.40,   0.00,       ,   0.00,       ,   0.57,  74.74,  73.04,  76.58,   1.05,   2.23, 415.69, 415.50, 415.97,   0.15,   4.48,   0.00,   0.00,   0.00,       ,   0.20,    0,    0,    0,  69.79
sl, 23034,2019,10,04,16,39,  72.26,  71.31,  73.50,   0.67,   3.30,   0.00,       ,   0.00,       ,   0.57,  71.68,  70.70,  72.89,   0.66,   2.17, 415.78, 415.58, 415.97,   0.10,   4.45,   0.00,   0.00,   0.00,       ,   0.19,    0,    0,    0,  69.99
sl, 23034,2019,10,04,16,40,  70.95,  70.84,  71.23,   0.09,   3.27,   0.00,       ,   0.00,       ,   0.57,  70.40,  70.27,  70.66,   0.10,   2.15, 415.61, 415.41, 415.71,   0.07,   4.42,   0.00,   0.00,   0.00,       ,   0.19,    0,    0,    0,  70.19
sl, 23034,2019,10,04,16,41,  71.63,  70.95,  72.57,   0.48,   3.31,   0.00,       ,   0.00,       ,   0.57,  71.10,  70.44,  72.04,   0.47,   2.16, 415.41, 415.17, 415.55,   0.08,   4.39,   0.00,   0.00,   0.00,       ,   0.19,    0,    0,    0,  70.39
sl, 23034,2019,10,04,16,42,  74.07,  72.58,  75.62,   0.89,   3.42,   0.00,       ,   0.00,       ,   0.57,  73.53,  72.07,  75.08,   0.91,   2.21, 414.98, 414.86, 415.16,   0.07,   4.38,   0.00,   0.00,   0.00,       ,   0.19,    0,    0,    0,  70.60
sl, 23034,2019,10,04,16,43,  77.06,  75.62,  78.31,   0.78,   3.54,   0.00,       ,   0.00,       ,   0.57,  76.55,  75.12,  77.78,   0.77,   2.24, 414.67, 414.55, 414.87,   0.09,   4.36,   0.00,   0.00,   0.00,       ,   0.19,    0,    0,    0,  70.80
sl, 23034,2019,10,04,16,44,  79.13,  78.28,  79.70,   0.42,   3.63,   0.00,       ,   0.00,       ,   0.57,  78.62,  77.75,  79.24,   0.44,   2.27, 414.40, 414.17, 414.56,   0.12,   4.35,   0.00,   0.00,   0.00,       ,   0.18,    0,    0,    0,  71.00
sl, 23034,2019,10,04,16,45,  79.69,  79.32,  79.81,   0.14,   3.67,   0.00,       ,   0.00,       ,   0.57,  79.18,  78.79,  79.32,   0.15,   2.27, 414.05, 413.96, 414.20,   0.07,   4.34,   0.00,   0.00,   0.00,       ,   0.18,    0,    0,    0,  71.20
sl, 23034,2019,10,04,16,46,  78.31,  76.93,  79.26,   0.69,   3.64,   0.00,       ,   0.00,       ,   0.57,  77.69,  76.28,  78.69,   0.72,   2.26, 414.04, 413.94, 414.12,   0.04,   4.31,   0.00,   0.00,   0.00,       ,   0.18,    0,    0,    0,  71.40
sl, 23034,2019,10,04,16,47,  74.67,  72.24,  76.83,   1.35,   3.54,   0.00,       ,   0.00,       ,   0.57,  74.01,  71.63,  76.16,   1.33,   2.23, 413.96, 413.81, 414.05,   0.06,   4.29,   0.00,   0.00,   0.00,       ,   0.18,    0,    0,    0,  71.61
sl, 23034,2019,10,04,16,48,  69.46,  66.88,  72.15,   1.57,   3.37,   0.00,       ,   0.00,       ,   0.57,  68.82,  66.19,  71.50,   1.56,   2.17, 413.84, 413.61, 413.99,   0.10,   4.27,   0.00,   0.00,   0.00,       ,   0.18,    0,    0,    0,  71.81
sl, 23034,2019,10,04,16,49,  64.70,  63.12,  66.76,   1.09,   3.20,   0.00,       ,   0.00,       ,   0.57,  64.13,  62.60,  66.14,   1.06,   2.08, 413.66, 413.47, 413.87,   0.10,   4.24,   0.00,   0.00,   0.00,       ,   0.17,    0,    0,    0,  72.01
sl, 23034,2019,10,04,16,50,  62.64,  62.47,  63.07,   0.15,   3.12,   0.00,       ,   0.00,       ,   0.57,  62.11,  61.92,  62.48,   0.15,   2.04, 413.57, 413.46, 413.82,   0.09,   4.21,   0.00,   0.00,   0.00,       ,   0.17,    0,    0,    0,  72.21
sl, 23034,2019,10,04,16,51,  63.56,  62.73,  64.50,   0.53,   3.18,   0.00,       ,   0.00,       ,   0.57,  63.06,  62.22,  63.95,   0.53,   2.06, 413.68, 413.53, 413.82,   0.08,   4.18,   0.00,   0.00,   0.00,       ,   0.17,    0,    0,    0,  72.42
sl, 23034,2019,10,04,16,52,  65.15,  64.45,  65.51,   0.32,   3.25,   0.00,       ,   0.00,       ,   0.57,  64.64,  63.98,  64.97,   0.30,   2.07, 413.36, 413.19, 413.59,   0.10,   4.18,   0.00,   0.00,   0.00,       ,   0.17,    0,    0,    0,  72.62
sl, 23034,2019,10,04,16,53,  64.75,  63.48,  65.46,   0.60,   3.25,   0.00,       ,   0.00,       ,   0.57,  64.20,  62.94,  64.95,   0.61,   2.07, 413.16, 413.03, 413.26,   0.05,   4.16,   0.00,   0.00,   0.00,       ,   0.17,    0,    0,    0,  72.82
sl, 23034,2019,10,04,16,54,  61.25,  58.77,  63.40,   1.38,   3.15,   0.00,       ,   0.00,       ,   0.57,  60.66,  58.22,  62.85,   1.39,   2.05, 413.09, 412.92, 413.23,   0.08,   4.14,   0.00,   0.00,   0.00,       ,   0.17,    0,    0,    0,  73.02
sl, 23034,2019,10,04,16,55,  56.07,  53.63,  58.72,   1.50,   2.98,   0.33,       ,   1.75,       ,   0.59,  55.25,  52.40,  58.09,   1.67,   2.00, 412.91, 412.66, 413.16,   0.13,   4.13,   0.09,   0.00,   0.51,       ,   0.17,    0,    0,    0,  73.23
sl, 23034,2019,10,04,16,56,  52.35,  47.65,  58.32,   3.43,   2.00,   9.49,       ,  21.06,   6.73,   1.83,  49.64,  47.14,  52.31,   1.51,   1.93, 412.73, 412.63, 412.83,   0.05,   4.11,   2.71,   0.51,   6.01,   1.92,   0.52,    0,    0,    0,  73.43
sl, 23034,2019,10,04,16,57,  47.48,  44.49,  52.32,   2.21,   1.90,   8.23,       ,  18.67,   4.22,   1.23,  45.16,  43.63,  47.06,   1.02,   1.86, 412.80, 412.69, 412.92,   0.07,   4.09,   2.32,   0.86,   5.26,   1.19,   0.35,    0,    0,    0,  73.63
sl, 23034,2019,10,04,16,58,  43.12,  42.29,  44.40,   0.63,   1.83,   1.18,       ,   2.95,   0.87,   0.61,  42.80,  42.27,  43.58,   0.38,   1.83, 412.74, 412.63, 412.87,   0.06,   4.07,   0.33,   0.02,   0.82,   0.24,   0.17,    0,    0,    0,  73.84
sl, 23034,2019,10,04,16,59,  42.90,  42.76,  43.18,   0.11,   2.52,   0.00,       ,   0.04,       ,   0.57,  42.20,  42.11,  42.47,   0.08,   1.82, 412.59, 412.46, 412.72,   0.06,   4.06,   0.00,   0.00,   0.01,       ,   0.16,    0,    0,    0,  74.04
sl, 23034,2019,10,04,17,00,  43.77,  42.96,  45.01,   0.62,   2.57,   0.00,       ,   0.00,       ,   0.57,  43.38,  42.42,  44.72,   0.66,   1.84, 412.55, 412.43, 412.67,   0.06,   4.05,   0.00,   0.00,   0.00,       ,   0.15,    0,    0,    0,  74.24
sl, 23034,2019,10,04,17,01,  47.27,  45.11,  49.88,   1.41,   2.73,   0.00,       ,   0.00,       ,   0.57,  46.99,  44.79,  49.63,   1.44,   1.90, 412.43, 412.17, 412.71,   0.16,   4.04,   0.00,   0.00,   0.00,       ,   0.15,    0,    0,    0,  74.44
sl, 23034,2019,10,04,17,02,  53.25,  49.91,  56.80,   2.02,   2.99,   0.00,       ,   0.00,       ,   0.57,  52.98,  49.73,  56.49,   1.95,   1.99, 411.58, 411.23, 412.31,   0.36,   4.06,   0.00,   0.00,   0.00,       ,   0.15,    0,    0,    0,  74.65
sl, 23034,2019,10,04,17,03,  60.84,  56.94,  64.65,   2.28,   3.31,   0.00,       ,   0.00,       ,   0.57,  60.52,  56.60,  64.31,   2.28,   2.10, 410.92, 410.46, 411.29,   0.23,   4.07,   0.00,   0.00,   0.00,       ,   0.15,    0,    0,    0,  74.85
sl, 23034,2019,10,04,17,04,  68.05,  64.78,  70.97,   1.83,   3.61,   0.00,       ,   0.00,       ,   0.57,  67.69,  64.41,  70.57,   1.81,   2.16, 410.10, 409.69, 410.43,   0.20,   4.08,   0.00,   0.00,   0.00,       ,   0.15,    0,    0,    0,  75.05
sl, 23034,2019,10,04,17,05,  73.03,  71.07,  74.43,   1.00,   3.82,   0.00,       ,   0.00,       ,   0.57,  72.61,  70.67,  74.03,   0.99,   2.20, 409.42, 409.09, 409.69,   0.20,   4.10,   0.00,   0.00,   0.00,       ,   0.14,    0,    0,    0,  75.26
sl, 23034,2019,10,04,17,06,  74.93,  74.50,  75.10,   0.17,   3.91,   0.00,       ,   0.00,       ,   0.57,  74.42,  74.03,  74.60,   0.15,   2.21, 409.13, 409.02, 409.23,   0.04,   4.09,   0.00,   0.00,   0.00,       ,   0.14,    0,    0,    0,  75.46
sl, 23034,2019,10,04,17,07,  74.44,  73.75,  74.99,   0.37,   3.92,   0.00,       ,   0.00,       ,   0.57,  73.90,  73.21,  74.45,   0.37,   2.20, 409.14, 409.02, 409.27,   0.06,   4.07,   0.00,   0.00,   0.00,       ,   0.14,    0,    0,    0,  75.66
