timestamp,sl,Station Number,Year Month Day Hours Minutes in YYYY,MM,DD,HH24,MI format in Local standard time,Mean global irradiance (over 1 minute) in W/sq m,Minimum 1 second global irradiance (over 1 minute) in W/sq m,Maximum 1 second global irradiance (over 1 minute) in W/sq m,Standard deviation of global irradiance (over 1 minute) in W/sq m,Uncertainty in mean global irradiance (over 1 minute) in W/sq m,Mean direct irradiance (over 1 minute) in W/sq m,Minimum 1 second direct irradiance (over 1 minute) in W/sq m,Maximum 1 second direct irradiance (over 1 minute) in W/sq m,Standard deviation of direct irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct irradiance (over 1 minute) in W/sq m,Mean diffuse irradiance (over 1 minute) in W/sq m,Minimum 1 second diffuse irradiance (over 1 minute) in W/sq m,Maximum 1 second diffuse irradiance (over 1 minute) in W/sq m,Standard deviation of diffuse irradiance (over 1 minute) in W/sq m,Uncertainty in mean diffuse irradiance (over 1 minute) in W/sq m,Mean terrestrial irradiance (over 1 minute) in W/sq m,Minimum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Maximum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Standard deviation of terrestrial irradiance (over 1 minute) in W/sq m,Uncertainty in mean terrestrial irradiance (over 1 minute) in W/sq m,Mean direct horizontal irradiance (over 1 minute) in W/sq m,Minimum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Maximum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Standard deviation of direct horizontal irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct horizontal irradiance (over 1 minute) in W/sq m,Sunshine-seconds-96 (duration of DNI exceeding 96 W/sq m over 1 minute) in seconds,Sunshine-seconds-120 (duration of DNI exceeding 120 W/sq m over 1 minute) in seconds,Sunshine-seconds-144 (duration of DNI exceeding 144 W/sq m over 1 minute) in seconds,Zenith distance in degrees
2019-09-03 00:00:00,sl,23034,2019,9,3,0,0,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 302.34, 302.13, 302.47,   0.07,   4.51,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:01:00,sl,23034,2019,9,3,0,1,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 302.09, 301.96, 302.31,   0.07,   4.53,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:02:00,sl,23034,2019,9,3,0,2,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 302.04, 301.83, 302.24,   0.08,   4.53,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:03:00,sl,23034,2019,9,3,0,3,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 302.01, 301.78, 302.20,   0.09,   4.54,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:04:00,sl,23034,2019,9,3,0,4,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.86, 301.76, 301.93,   0.05,   4.54,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:05:00,sl,23034,2019,9,3,0,5,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.76, 301.49, 301.98,   0.11,   4.55,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:06:00,sl,23034,2019,9,3,0,6,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.64, 301.43, 301.87,   0.10,   4.55,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:07:00,sl,23034,2019,9,3,0,7,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.52, 301.37, 301.73,   0.07,   4.55,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:08:00,sl,23034,2019,9,3,0,8,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.51, 301.37, 301.72,   0.08,   4.55,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:09:00,sl,23034,2019,9,3,0,9,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.36, 301.13, 301.59,   0.12,   4.55,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:10:00,sl,23034,2019,9,3,0,10,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 301.03, 300.76, 301.19,   0.10,   4.55,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:11:00,sl,23034,2019,9,3,0,11,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 300.25, 299.11, 300.77,   0.50,   4.58,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:12:00,sl,23034,2019,9,3,0,12,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.55, 298.15, 299.04,   0.23,   4.63,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:13:00,sl,23034,2019,9,3,0,13,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.26, 298.03, 298.59,   0.14,   4.58,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:14:00,sl,23034,2019,9,3,0,14,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.23, 298.00, 298.49,   0.13,   4.52,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:15:00,sl,23034,2019,9,3,0,15,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.37, 298.18, 298.49,   0.07,   4.46,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:16:00,sl,23034,2019,9,3,0,16,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.24, 298.14, 298.40,   0.06,   4.44,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:17:00,sl,23034,2019,9,3,0,17,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.37, 298.17, 298.51,   0.08,   4.40,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:18:00,sl,23034,2019,9,3,0,18,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.40, 298.29, 298.53,   0.06,   4.37,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:19:00,sl,23034,2019,9,3,0,19,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.42, 298.25, 298.54,   0.06,   4.34,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:20:00,sl,23034,2019,9,3,0,20,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.35, 298.10, 298.51,   0.09,   4.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:21:00,sl,23034,2019,9,3,0,21,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.91, 297.66, 298.21,   0.15,   4.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:22:00,sl,23034,2019,9,3,0,22,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.79, 297.69, 297.92,   0.05,   4.30,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:23:00,sl,23034,2019,9,3,0,23,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.83, 297.70, 297.96,   0.06,   4.28,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:24:00,sl,23034,2019,9,3,0,24,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.84, 297.67, 298.04,   0.09,   4.26,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:25:00,sl,23034,2019,9,3,0,25,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 298.04, 297.86, 298.18,   0.06,   4.24,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:26:00,sl,23034,2019,9,3,0,26,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.83, 297.60, 298.17,   0.14,   4.23,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:27:00,sl,23034,2019,9,3,0,27,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.72, 297.60, 297.84,   0.04,   4.23,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:28:00,sl,23034,2019,9,3,0,28,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.68, 297.57, 297.80,   0.05,   4.21,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:29:00,sl,23034,2019,9,3,0,29,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.63, 297.51, 297.75,   0.06,   4.20,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:30:00,sl,23034,2019,9,3,0,30,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.51, 297.32, 297.65,   0.07,   4.19,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:31:00,sl,23034,2019,9,3,0,31,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.09, 296.67, 297.41,   0.22,   4.20,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:32:00,sl,23034,2019,9,3,0,32,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.55, 296.05, 296.78,   0.20,   4.20,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:33:00,sl,23034,2019,9,3,0,33,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 294.64, 291.92, 296.12,   1.13,   4.22,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:34:00,sl,23034,2019,9,3,0,34,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 297.06, 291.39, 297.38,   1.02,   4.21,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:35:00,sl,23034,2019,9,3,0,35,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.82, 296.60, 297.15,   0.13,   4.21,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:36:00,sl,23034,2019,9,3,0,36,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.72, 296.55, 296.86,   0.07,   4.20,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:37:00,sl,23034,2019,9,3,0,37,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.56, 296.28, 296.85,   0.15,   4.19,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:38:00,sl,23034,2019,9,3,0,38,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.50, 296.37, 296.66,   0.06,   4.17,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:39:00,sl,23034,2019,9,3,0,39,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.41, 296.29, 296.52,   0.06,   4.14,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:40:00,sl,23034,2019,9,3,0,40,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.14, 295.91, 296.45,   0.12,   4.13,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:41:00,sl,23034,2019,9,3,0,41,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.64, 295.18, 295.93,   0.19,   4.11,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:42:00,sl,23034,2019,9,3,0,42,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 294.92, 291.15, 296.32,   1.22,   4.11,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:43:00,sl,23034,2019,9,3,0,43,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 296.25, 296.06, 296.39,   0.06,   4.07,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:44:00,sl,23034,2019,9,3,0,44,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.98, 295.82, 296.14,   0.08,   4.07,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:45:00,sl,23034,2019,9,3,0,45,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.82, 295.50, 295.98,   0.12,   4.06,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:46:00,sl,23034,2019,9,3,0,46,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.31, 295.16, 295.49,   0.07,   4.07,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:47:00,sl,23034,2019,9,3,0,47,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.16, 294.92, 295.48,   0.17,   4.06,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:48:00,sl,23034,2019,9,3,0,48,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.15, 294.89, 295.29,   0.10,   4.04,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
2019-09-03 00:49:00,sl,23034,2019,9,3,0,49,0.0,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 295.05, 294.92, 295.18,   0.06,   4.04,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
