Timestamp,c_id,energy,power,reactive_power,voltage,duration
2019-09-03 11:21:55+09:30,359,66463,1107.7166666666667,2590,236.3,60
2019-09-03 11:22:55+09:30,359,65433,1090.55,2583,236.0,60
2019-09-03 11:23:55+09:30,359,81697,1361.6166666666666,3128,236.2,60
2019-09-03 11:24:55+09:30,359,104937,1748.95,4175,234.5,60
2019-09-03 11:25:55+09:30,359,100458,1674.3,3915,235.4,60
2019-09-03 08:26:55+09:30,359,21274,354.56666666666666,261,221.6,60
2019-09-03 08:27:55+09:30,359,20886,348.1,250,221.3,60
2019-09-03 08:28:55+09:30,359,21700,361.6666666666667,261,219.4,60
2019-09-03 08:29:55+09:30,359,23368,389.4666666666666,376,221.0,60
2019-09-03 13:56:55+09:30,359,1000,16.666666666666668,6268,245.3,60
2019-09-03 13:57:55+09:30,359,-60,-1.0,6126,244.3,60
2019-09-03 13:58:55+09:30,359,132014,2200.233333333333,8546,252.7,60
2019-09-03 13:59:55+09:30,359,192496,3208.266666666667,9371,252.8,60
2019-09-03 14:00:55+09:30,359,192324,3205.4,9291,249.4,60
2019-09-03 14:01:55+09:30,359,93269,1554.4833333333331,7688,244.6,60
2019-09-03 14:02:55+09:30,359,-61,-1.0166666666666666,6110,244.6,60
2019-09-03 14:03:55+09:30,359,-62,-1.0333333333333334,6198,249.1,60
2019-09-03 14:04:55+09:30,359,133737,2228.95,8575,254.3,60
2019-09-03 14:05:55+09:30,359,190651,3177.516666666667,9508,255.2,60
2019-09-03 14:06:55+09:30,359,188586,3143.1,9353,254.6,60
2019-09-03 14:07:55+09:30,359,188298,3138.3,9505,256.1,60
2019-09-03 14:08:55+09:30,359,79079,1317.9833333333331,7613,249.5,60
2019-09-03 14:09:55+09:30,359,-62,-1.0333333333333334,6276,247.3,60
2019-09-03 14:10:55+09:30,359,-60,-1.0,6211,247.4,60
2019-09-03 12:27:55+09:30,359,219209,3653.483333333333,10785,253.9,60
2019-09-03 12:28:55+09:30,359,115591,1926.5166666666669,5616,253.1,60
2019-09-03 12:29:55+09:30,359,205954,3432.5666666666666,10015,253.1,60
2019-09-03 00:30:55+09:30,359,-91,-1.5166666666666666,5743,237.0,60
2019-09-03 00:31:55+09:30,359,-92,-1.5333333333333334,5755,237.1,60
2019-09-03 00:32:55+09:30,359,-91,-1.5166666666666666,5785,237.6,60
2019-09-03 00:33:55+09:30,359,-92,-1.5333333333333334,5775,238.2,60
2019-09-03 00:34:55+09:30,359,-89,-1.4833333333333334,5738,236.7,60
2019-09-03 00:35:55+09:30,359,-91,-1.5166666666666666,5696,231.9,60
2019-09-03 00:36:55+09:30,359,-88,-1.4666666666666666,5506,232.0,60
2019-09-03 00:37:55+09:30,359,-89,-1.4833333333333334,5571,233.3,60
2019-09-03 00:38:55+09:30,359,-90,-1.5,5573,232.8,60
2019-09-03 00:25:55+09:30,359,-92,-1.5333333333333334,5733,236.0,60
2019-09-03 00:39:55+09:30,359,-89,-1.4833333333333334,5610,236.6,60
2019-09-03 00:26:55+09:30,359,-91,-1.5166666666666666,5731,236.3,60
2019-09-03 00:27:55+09:30,359,-91,-1.5166666666666666,5718,236.3,60
2019-09-03 00:28:55+09:30,359,-91,-1.5166666666666666,5728,236.4,60
2019-09-03 00:29:55+09:30,359,-91,-1.5166666666666666,5728,236.6,60
2019-09-03 20:57:55+09:30,359,-94,-1.5666666666666669,5223,229.8,60
2019-09-03 20:58:55+09:30,359,-90,-1.5,5393,230.5,60
2019-09-03 20:59:55+09:30,359,-90,-1.5,5425,229.8,60
2019-09-03 21:00:55+09:30,359,-89,-1.4833333333333334,5420,231.7,60
2019-09-03 21:01:55+09:30,359,-91,-1.5166666666666666,5530,233.5,60
2019-09-03 21:02:55+09:30,359,-91,-1.5166666666666666,5536,231.0,60
2019-09-03 21:03:55+09:30,359,-91,-1.5166666666666666,5428,229.2,60
2019-09-03 21:04:55+09:30,359,-89,-1.4833333333333334,5388,228.9,60
2019-09-03 21:05:55+09:30,359,-90,-1.5,5333,226.4,60
2019-09-03 21:06:55+09:30,359,-88,-1.4666666666666666,5200,225.6,60
2019-09-03 21:07:55+09:30,359,-89,-1.4833333333333334,5235,226.0,60
2019-09-03 21:08:55+09:30,359,-89,-1.4833333333333334,5206,225.1,60
2019-09-03 21:09:55+09:30,359,-88,-1.4666666666666666,5278,227.1,60
2019-09-03 21:10:55+09:30,359,-90,-1.5,5275,228.4,60
2019-09-03 21:11:55+09:30,359,-90,-1.5,5355,229.4,60
2019-09-03 22:30:55+09:30,359,-91,-1.5166666666666666,5641,234.8,60
2019-09-03 22:31:55+09:30,359,-90,-1.5,5575,234.6,60
2019-09-03 22:32:55+09:30,359,-90,-1.5,5625,234.3,60
2019-09-03 22:33:55+09:30,359,-90,-1.5,5631,234.5,60
2019-09-03 22:34:55+09:30,359,-91,-1.5166666666666666,5638,234.3,60
2019-09-03 22:35:55+09:30,359,-89,-1.4833333333333334,5645,235.5,60
2019-09-03 22:36:55+09:30,359,-92,-1.5333333333333334,5643,234.7,60
2019-09-03 22:37:55+09:30,359,-90,-1.5,5671,234.5,60
2019-09-03 22:38:55+09:30,359,-91,-1.5166666666666666,5630,234.4,60
2019-09-03 22:39:55+09:30,359,-90,-1.5,5596,234.1,60
2019-09-03 22:40:55+09:30,359,-90,-1.5,5608,235.5,60
2019-09-03 22:41:55+09:30,359,-91,-1.5166666666666666,5621,234.2,60
2019-09-03 19:12:55+09:30,359,-85,-1.4166666666666667,4933,220.3,60
2019-09-03 02:55:55+09:30,359,-95,-1.5833333333333333,5975,241.3,60
2019-09-03 02:56:55+09:30,359,-95,-1.5833333333333333,5975,241.2,60
2019-09-03 02:57:55+09:30,359,-95,-1.5833333333333333,6011,242.6,60
2019-09-03 02:58:55+09:30,359,-98,-1.6333333333333333,6116,244.1,60
2019-09-03 02:59:55+09:30,359,-96,-1.6,6100,244.3,60
2019-09-03 19:13:55+09:30,359,-84,-1.4,4930,223.0,60
2019-09-03 19:14:55+09:30,359,-85,-1.4166666666666667,4865,219.7,60
2019-09-03 19:15:55+09:30,359,-84,-1.4,4710,216.0,60
2019-09-03 19:16:55+09:30,359,-84,-1.4,4695,215.8,60
2019-09-03 19:17:55+09:30,359,-84,-1.4,4761,218.8,60
2019-09-03 19:18:55+09:30,359,-83,-1.3833333333333333,4776,218.4,60
2019-09-03 19:19:55+09:30,359,-84,-1.4,4823,220.4,60
2019-09-03 19:20:55+09:30,359,-85,-1.4166666666666667,4778,219.5,60
2019-09-03 19:21:55+09:30,359,-84,-1.4,4798,218.2,60
2019-09-03 19:22:55+09:30,359,-84,-1.4,4843,220.0,60
2019-09-03 19:23:55+09:30,359,-84,-1.4,4876,221.3,60
2019-09-03 19:24:55+09:30,359,-86,-1.4333333333333331,4898,220.4,60
2019-09-03 19:25:55+09:30,359,-84,-1.4,4743,217.4,60
2019-09-03 19:26:55+09:30,359,-84,-1.4,4740,217.2,60
2019-09-03 03:00:55+09:30,359,-96,-1.6,6096,243.9,60
2019-09-03 03:01:55+09:30,359,-98,-1.6333333333333333,6120,244.2,60
2019-09-03 03:02:55+09:30,359,-95,-1.5833333333333333,6136,245.0,60
2019-09-03 03:03:55+09:30,359,-95,-1.5833333333333333,6133,243.2,60
2019-09-03 03:04:55+09:30,359,-93,-1.55,6031,241.3,60
2019-09-03 03:05:55+09:30,359,-93,-1.55,5970,240.7,60
2019-09-03 03:06:55+09:30,359,-93,-1.55,5960,241.1,60
2019-09-03 03:07:55+09:30,359,-93,-1.55,5973,241.1,60
2019-09-03 03:08:55+09:30,359,-93,-1.55,6003,242.5,60
2019-09-03 03:09:55+09:30,359,-94,-1.5666666666666669,6001,238.5,60
2019-09-03 14:30:55+09:30,359,16863,281.05,6391,251.2,60
2019-09-03 14:31:55+09:30,359,175966,2932.766666666667,8748,252.7,60
2019-09-03 14:32:55+09:30,359,176498,2941.633333333333,8520,249.9,60
2019-09-03 14:33:55+09:30,359,176617,2943.616666666667,8590,252.0,60
2019-09-03 14:34:55+09:30,359,176101,2935.016666666667,8583,251.9,60
2019-09-03 14:35:55+09:30,359,175259,2920.983333333333,8623,254.9,60
2019-09-03 14:36:55+09:30,359,175833,2930.55,8710,252.1,60
2019-09-03 14:37:55+09:30,359,127047,2117.45,6181,253.2,60
2019-09-03 23:12:55+09:30,359,-90,-1.5,5630,234.8,60
2019-09-03 23:13:55+09:30,359,-92,-1.5333333333333334,5638,234.4,60
2019-09-03 23:14:55+09:30,359,-91,-1.5166666666666666,5663,235.2,60
2019-09-03 23:15:55+09:30,359,-92,-1.5333333333333334,5671,235.0,60
2019-09-03 23:16:55+09:30,359,-91,-1.5166666666666666,5670,235.2,60
2019-09-03 23:17:55+09:30,359,-91,-1.5166666666666666,5633,233.0,60
2019-09-03 23:18:55+09:30,359,-92,-1.5333333333333334,5575,233.7,60
2019-09-03 23:19:55+09:30,359,-92,-1.5333333333333334,5593,232.8,60
2019-09-03 23:20:55+09:30,359,-91,-1.5166666666666666,5570,233.0,60
2019-09-03 23:21:55+09:30,359,-91,-1.5166666666666666,5571,233.1,60
2019-09-03 23:22:55+09:30,359,-90,-1.5,5578,232.8,60
2019-09-03 23:23:55+09:30,359,-89,-1.4833333333333334,5540,233.4,60
2019-09-03 23:24:55+09:30,359,-89,-1.4833333333333334,5601,233.6,60
2019-09-03 05:30:55+09:30,359,-90,-1.5,5926,240.9,60
2019-09-03 05:31:55+09:30,359,-89,-1.4833333333333334,5948,241.2,60
2019-09-03 05:32:55+09:30,359,-90,-1.5,5958,240.9,60
2019-09-03 05:33:55+09:30,359,-91,-1.5166666666666666,5945,238.9,60
2019-09-03 05:34:55+09:30,359,-90,-1.5,5838,238.5,60
2019-09-03 05:35:55+09:30,359,-88,-1.4666666666666666,5778,234.8,60
2019-09-03 05:36:55+09:30,359,-89,-1.4833333333333334,5706,236.9,60
2019-09-03 05:37:55+09:30,359,-91,-1.5166666666666666,5743,236.6,60
2019-09-03 05:38:55+09:30,359,-89,-1.4833333333333334,5751,239.6,60
2019-09-03 05:39:55+09:30,359,-92,-1.5333333333333334,5876,239.1,60
2019-09-03 07:25:55+09:30,359,8177,136.28333333333333,-301,230.4,60
2019-09-03 07:26:55+09:30,359,8804,146.73333333333332,-280,229.7,60
2019-09-03 07:27:55+09:30,359,8770,146.16666666666666,-268,225.4,60
2019-09-03 07:28:55+09:30,359,9129,152.15,-190,220.2,60
2019-09-03 07:29:55+09:30,359,9285,154.75,-173,221.5,60
