Timestamp,c_id,energy,power,reactive_power,voltage,duration
2020-01-17 01:56:55+10:30,361,-27,-0.45,178,245.5,60
2020-01-17 01:57:55+10:30,361,-29,-0.4833333333333333,176,245.4,60
2020-01-17 01:58:55+10:30,361,-29,-0.4833333333333333,175,245.2,60
2020-01-17 01:59:55+10:30,361,-29,-0.4833333333333333,176,245.4,60
2020-01-17 02:00:55+10:30,361,-29,-0.4833333333333333,175,245.1,60
2020-01-17 02:01:55+10:30,361,-29,-0.4833333333333333,176,245.6,60
2020-01-17 02:02:55+10:30,361,-27,-0.45,178,245.6,60
2020-01-17 02:03:55+10:30,361,-29,-0.4833333333333333,176,245.9,60
2020-01-17 02:04:55+10:30,361,-29,-0.4833333333333333,176,245.6,60
2020-01-17 02:05:55+10:30,361,-29,-0.4833333333333333,178,245.0,60
2020-01-17 02:06:55+10:30,361,-30,-0.5,176,244.6,60
2020-01-17 02:07:55+10:30,361,-28,-0.4666666666666667,176,245.2,60
2020-01-17 02:08:55+10:30,361,-27,-0.45,180,245.3,60
2020-01-17 02:09:55+10:30,361,-27,-0.45,180,245.4,60
2020-01-17 02:10:55+10:30,361,-25,-0.4166666666666667,180,245.6,60
2020-01-17 01:30:55+10:30,361,-27,-0.45,180,245.1,60
2020-01-17 01:31:55+10:30,361,-27,-0.45,180,245.1,60
2020-01-17 01:32:55+10:30,361,-26,-0.4333333333333333,178,245.0,60
2020-01-17 01:33:55+10:30,361,-28,-0.4666666666666667,175,245.1,60
2020-01-17 01:34:55+10:30,361,-28,-0.4666666666666667,176,245.3,60
2020-01-17 01:35:55+10:30,361,-28,-0.4666666666666667,176,245.5,60
2020-01-17 01:36:55+10:30,361,-28,-0.4666666666666667,176,245.4,60
2020-01-17 01:37:55+10:30,361,-28,-0.4666666666666667,176,245.7,60
2020-01-17 01:38:55+10:30,361,-28,-0.4666666666666667,176,245.6,60
2020-01-17 01:39:55+10:30,361,-28,-0.4666666666666667,176,245.8,60
2020-01-17 01:40:55+10:30,361,-29,-0.4833333333333333,178,245.9,60
2020-01-17 03:56:55+10:30,361,-27,-0.45,185,246.7,60
2020-01-17 03:57:55+10:30,361,-28,-0.4666666666666667,181,246.4,60
2020-01-17 03:58:55+10:30,361,-29,-0.4833333333333333,180,246.6,60
2020-01-17 03:59:55+10:30,361,-29,-0.4833333333333333,180,246.8,60
2020-01-17 04:00:55+10:30,361,-28,-0.4666666666666667,180,246.8,60
2020-01-17 09:41:55+10:30,361,197629,3293.8166666666666,2133,246.2,60
2020-01-17 04:01:55+10:30,361,-29,-0.4833333333333333,178,246.9,60
2020-01-17 04:02:55+10:30,361,-29,-0.4833333333333333,180,246.8,60
2020-01-17 09:42:55+10:30,361,200511,3341.85,-5631,248.8,60
2020-01-17 04:03:55+10:30,361,-30,-0.5,180,246.9,60
2020-01-17 04:04:55+10:30,361,-30,-0.5,180,246.5,60
2020-01-17 09:43:55+10:30,361,203160,3386.0,-47361,248.8,60
2020-01-17 04:05:55+10:30,361,-29,-0.4833333333333333,178,246.4,60
2020-01-17 04:06:55+10:30,361,-29,-0.4833333333333333,181,246.5,60
2020-01-17 04:07:55+10:30,361,-29,-0.4833333333333333,181,246.3,60
2020-01-17 09:44:55+10:30,361,202803,3380.05,-49888,248.7,60
2020-01-17 09:45:55+10:30,361,211509,3525.15,-47806,248.5,60
2020-01-17 04:09:55+10:30,361,-27,-0.45,183,246.8,60
2020-01-17 04:10:55+10:30,361,-28,-0.4666666666666667,181,247.0,60
2020-01-17 09:46:55+10:30,361,211887,3531.45,-58778,249.2,60
2020-01-17 09:47:55+10:30,361,213728,3562.133333333333,-27173,246.5,60
2020-01-17 21:19:55+10:30,361,-33,-0.55,171,237.6,60
2020-01-17 21:20:55+10:30,361,-33,-0.55,173,240.4,60
2020-01-17 21:21:55+10:30,361,-32,-0.5333333333333333,175,241.5,60
2020-01-17 21:22:55+10:30,361,-31,-0.5166666666666667,176,242.2,60
2020-01-17 21:23:55+10:30,361,-31,-0.5166666666666667,175,242.1,60
2020-01-17 21:24:55+10:30,361,-32,-0.5333333333333333,176,242.7,60
2020-01-17 21:25:55+10:30,361,-31,-0.5166666666666667,175,241.4,60
2020-01-17 21:26:55+10:30,361,-32,-0.5333333333333333,175,239.9,60
2020-01-17 09:48:55+10:30,361,214710,3578.5,2975,247.1,60
2020-01-17 09:49:55+10:30,361,215996,3599.9333333333334,2998,246.8,60
2020-01-17 09:50:55+10:30,361,217817,3630.283333333333,-37085,250.0,60
2020-01-17 05:30:55+10:30,361,-32,-0.5333333333333333,175,243.3,60
2020-01-17 05:31:55+10:30,361,-31,-0.5166666666666667,175,243.5,60
2020-01-17 05:32:55+10:30,361,-31,-0.5166666666666667,178,243.9,60
2020-01-17 09:51:55+10:30,361,224356,3739.266666666667,-110750,250.1,60
2020-01-17 09:52:55+10:30,361,226768,3779.466666666666,-110345,250.3,60
2020-01-17 09:53:55+10:30,361,227567,3792.783333333333,-117268,250.3,60
2020-01-17 09:54:55+10:30,361,228074,3801.233333333333,-125536,250.5,60
2020-01-17 09:55:55+10:30,361,229637,3827.283333333333,-114353,250.0,60
2020-01-17 09:56:55+10:30,361,232324,3872.0666666666666,-119168,250.4,60
2020-01-17 09:57:55+10:30,361,233425,3890.4166666666665,-133251,250.7,60
2020-01-17 09:58:55+10:30,361,234039,3900.65,-141505,250.9,60
2020-01-17 09:59:55+10:30,361,234571,3909.516666666667,-146658,251.1,60
2020-01-17 10:00:55+10:30,361,235619,3926.983333333333,-145390,250.6,60
2020-01-17 10:01:55+10:30,361,237172,3952.866666666667,-130734,250.6,60
2020-01-17 10:02:55+10:30,361,238659,3977.65,-136338,250.6,60
2020-01-17 10:03:55+10:30,361,239116,3985.266666666667,-132448,250.7,60
2020-01-17 10:04:55+10:30,361,240465,4007.75,-139283,250.8,60
2020-01-17 10:05:55+10:30,361,239092,3984.866666666667,-141611,250.7,60
2020-01-17 10:06:55+10:30,361,242459,4040.983333333333,-151928,250.9,60
2020-01-17 10:07:55+10:30,361,243232,4053.866666666667,-145088,250.8,60
2020-01-17 10:08:55+10:30,361,244446,4074.1,-141858,250.9,60
